"","site","site.name","uniqueid","subid","session","scan","snr","cnr","fber","efc","qi1","fwhm","global"
"61",24,"NYU 2","NYU_org_0025000_session_1_anat_1","0025000",1,1,23.0760612487793,20.3724594116211,490.651564895679,0.39946634347763,0.0304187913364353,3.73628,"All Sites"
"62",24,"NYU 2","NYU_org_0025000_session_1_anat_1","0025000",1,1,22.7754211425781,18.2822799682617,451.175389696062,0.39946634347763,0.0321638978577147,3.74028,"All Sites"
"64",24,"NYU 2","NYU_org_0025000_session_2_anat_1","0025000",2,1,17.5710468292236,15.7660102844238,298.401416493531,0.393388717387173,0.0420661021573816,3.72884,"All Sites"
"65",24,"NYU 2","NYU_org_0025000_session_2_anat_1","0025000",2,1,17.8461666107178,14.7322130203247,293.4444263448,0.393388717387173,0.0434987967972267,3.72887,"All Sites"
"67",24,"NYU 2","NYU_org_0025001_session_1_anat_1","0025001",1,1,12.6989498138428,11.551399230957,176.514383497825,0.388087022921076,0.0603049007780317,3.41964,"All Sites"
"68",24,"NYU 2","NYU_org_0025001_session_2_anat_1","0025001",2,1,13.444019317627,13.0124759674072,209.567464153503,0.392860517716614,0.0492829736566905,3.48964,"All Sites"
"69",24,"NYU 2","NYU_org_0025002_session_1_anat_1","0025002",1,1,14.0589370727539,12.2813386917114,222.815656700082,0.347963005856231,0.0480016906971409,3.29272,"All Sites"
"70",24,"NYU 2","NYU_org_0025002_session_2_anat_1","0025002",2,1,14.2709589004517,13.3780899047852,232.712189373298,0.37461854632452,0.0448133002994391,3.44002,"All Sites"
"71",24,"NYU 2","NYU_org_0025003_session_1_anat_1","0025003",1,1,17.495059967041,14.8631267547607,292.501782618012,0.3897701251059,0.0674293452650664,3.66714,"All Sites"
"72",24,"NYU 2","NYU_org_0025003_session_1_anat_1","0025003",1,1,11.6333913803101,7.30077505111694,121.947602205782,0.3897701251059,0.0859351188952425,3.70554,"All Sites"
"74",24,"NYU 2","NYU_org_0025003_session_2_anat_1","0025003",2,1,17.9823246002197,15.6147470474243,324.417390881735,0.38498566502096,0.0552345502941298,3.61926,"All Sites"
"75",24,"NYU 2","NYU_org_0025004_session_1_anat_1","0025004",1,1,10.6223220825195,9.26841259002686,120.277842234957,0.404135182378378,0.0594208782394204,3.81397,"All Sites"
"76",24,"NYU 2","NYU_org_0025004_session_1_anat_1","0025004",1,1,11.5137929916382,9.99895191192627,139.102505407824,0.404135182378378,0.0566408178455602,3.80778,"All Sites"
"78",24,"NYU 2","NYU_org_0025004_session_2_anat_1","0025004",2,1,11.4343423843384,8.53029918670654,128.417938745314,0.414204507745402,0.0626621864267344,3.90751,"All Sites"
"79",24,"NYU 2","NYU_org_0025004_session_2_anat_1","0025004",2,1,11.4435234069824,8.83879661560059,132.583692360818,0.414204507745402,0.0598864059076451,3.88075,"All Sites"
"81",24,"NYU 2","NYU_org_0025005_session_1_anat_1","0025005",1,1,15.811074256897,11.9603214263916,240.466688282954,0.387814410427789,0.0406004847679233,3.59667,"All Sites"
"82",24,"NYU 2","NYU_org_0025005_session_1_anat_1","0025005",1,1,19.9384574890137,18.045825958252,422.501998995072,0.387814410427789,0.0355279604801867,3.52468,"All Sites"
"84",24,"NYU 2","NYU_org_0025005_session_2_anat_1","0025005",2,1,18.4301815032959,12.9206552505493,306.326640615369,0.400322452200467,0.0490578252748291,3.65804,"All Sites"
"85",24,"NYU 2","NYU_org_0025005_session_2_anat_1","0025005",2,1,20.7408771514893,16.8755397796631,435.447955057899,0.400322452200467,0.0435727235506302,3.61091,"All Sites"
"87",24,"NYU 2","NYU_org_0025006_session_1_anat_1","0025006",1,1,14.8733940124512,12.5290422439575,213.024587234486,0.410651029592085,0.084035874507438,3.55743,"All Sites"
