"","subject","site","site.name","session","scan","falff_50","falff_75","falff_90","falff_fwhm","falff_mean","reho_50","reho_75","reho_90","reho_fwhm","reho_mean","vmhc_50","vmhc_75","vmhc_90","vmhc_fwhm","vmhc_mean","global"
"412","0025070","24","NYU 2","1","1",0.608003854751587,0.63117241859436,0.656032276153565,7.33201,0.598420023918152,0.101913996040821,0.135165557265282,0.171550109982491,12.5906,0.110139362514019,0.346489876508713,0.540345311164856,0.701463103294373,6.41754,0.3461694419384,"All Sites"
"413","0025070","24","NYU 2","1","2",0.608180403709412,0.63078485429287,0.655100935697556,6.99626,0.599435150623322,0.10857317596674,0.152858797460794,0.19892957508564,13.644,0.11989975720644,0.385332524776459,0.577987134456635,0.726127564907074,6.41632,0.369259089231491,"All Sites"
"414","0025071","24","NYU 2","1","2",0.605098605155945,0.621578693389893,0.639045894145966,7.20171,0.590456545352936,0.0953416377305984,0.124139256775379,0.155113446712494,12.302,0.101783491671085,0.319193035364151,0.505581855773926,0.664971143007278,6.54084,0.324577033519745,"All Sites"
"415","0025071","24","NYU 2","1","1",0.607143312692642,0.626860484480858,0.648329389095306,7.2387,0.595132350921631,0.0911698751151562,0.121848076581955,0.151532512903214,12.6058,0.0983620807528496,0.301230847835541,0.497605174779892,0.66359680891037,6.44556,0.313747495412827,"All Sites"
"416","0025072","24","NYU 2","1","2",0.599346935749054,0.617137968540192,0.636373257637024,7.10103,0.586768567562103,0.100073046982288,0.133708968758583,0.169130316376686,12.3966,0.108334511518478,0.33523753285408,0.526887953281403,0.685950815677643,6.47148,0.336820900440216,"All Sites"
"417","0025072","24","NYU 2","1","1",0.605853617191315,0.625984847545624,0.647788882255554,7.19314,0.594249784946442,0.105662755668163,0.142415896058083,0.178761646151543,12.71,0.114095851778984,0.384123891592026,0.57463151216507,0.72580252289772,6.57805,0.373026311397552,"All Sites"
"418","0025073","24","NYU 2","1","1",0.604186147451401,0.628361120820045,0.653952330350876,7.283,0.595361053943634,0.0988933816552162,0.12928418815136,0.16089440882206,11.9446,0.105366379022598,0.360416024923325,0.557806015014648,0.722774147987366,6.3386,0.356533139944077,"All Sites"
"419","0025073","24","NYU 2","1","2",0.612548470497131,0.63744592666626,0.664320701360702,7.27031,0.603888750076294,0.0940233580768108,0.121713442727923,0.149575106799603,11.6886,0.0993209853768349,0.355809211730957,0.540169417858124,0.704647481441498,6.33509,0.351963043212891,"All Sites"
"420","0025074","24","NYU 2","1","2",0.598831951618195,0.620198100805283,0.639967024326324,7.02728,0.584837198257446,0.122572332620621,0.152982793748379,0.18381355702877,11.641,0.12751205265522,0.450526624917984,0.656560242176056,0.810477435588837,6.89384,0.429200917482376,"All Sites"
"421","0025074","24","NYU 2","1","1",0.587977349758148,0.608093097805977,0.628737664222717,7.36567,0.57387912273407,0.104095809161663,0.132501911371946,0.162386251986027,11.6334,0.109399251639843,0.359058350324631,0.541268557310104,0.700284004211426,6.71022,0.355590641498566,"All Sites"
