"","site","site.name","uniqueid","subid","session","scan","MeanFD","PercentFD_greater_than_0.20","global"
"3324",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026093_session_1_rest_2","0026093",1,2,0.0515,0,"All Sites"
"3325",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026094_session_1_rest_1","0026094",1,1,0.1274,12.973,"All Sites"
"3326",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026094_session_1_rest_2","0026094",1,2,0.1305,14.0541,"All Sites"
"3327",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026095_session_1_rest_1","0026095",1,1,0.1489,16.2162,"All Sites"
"3328",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026095_session_1_rest_2","0026095",1,2,0.1233,13.5135,"All Sites"
"3329",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026096_session_1_rest_1","0026096",1,1,0.068,2.7027,"All Sites"
"3330",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026096_session_1_rest_2","0026096",1,2,0.0414,0.5405,"All Sites"
"3331",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026097_session_1_rest_1","0026097",1,1,0.0663,0.5405,"All Sites"
"3332",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026097_session_1_rest_2","0026097",1,2,0.083,5.9459,"All Sites"
"3333",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026098_session_1_rest_1","0026098",1,1,0.0775,4.8649,"All Sites"
"3334",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026098_session_1_rest_2","0026098",1,2,0.0748,4.8649,"All Sites"
"3335",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026099_session_1_rest_1","0026099",1,1,0.0977,1.6216,"All Sites"
"3336",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026099_session_1_rest_2","0026099",1,2,0.1045,3.2432,"All Sites"
"3337",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026100_session_1_rest_1","0026100",1,1,0.0472,0,"All Sites"
"3338",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026100_session_1_rest_2","0026100",1,2,0.0521,1.6216,"All Sites"
"3339",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026102_session_1_rest_1","0026102",1,1,0.0624,0,"All Sites"
"3340",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026102_session_1_rest_2","0026102",1,2,0.0511,0,"All Sites"
"3341",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026103_session_1_rest_1","0026103",1,1,0.0611,2.1622,"All Sites"
"3342",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026103_session_1_rest_2","0026103",1,2,0.0837,7.5676,"All Sites"
"3343",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026104_session_1_rest_1","0026104",1,1,0.0499,1.6216,"All Sites"
"3344",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026104_session_1_rest_2","0026104",1,2,0.0392,0,"All Sites"
"3345",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026105_session_1_rest_1","0026105",1,1,0.1672,24.3243,"All Sites"
"3346",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026105_session_1_rest_2","0026105",1,2,0.1728,27.5676,"All Sites"
"3347",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026106_session_1_rest_1","0026106",1,1,0.0518,0.5405,"All Sites"
"3348",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026106_session_1_rest_2","0026106",1,2,0.0415,0,"All Sites"
"3349",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026107_session_1_rest_1","0026107",1,1,0.1344,20,"All Sites"
"3350",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026107_session_1_rest_2","0026107",1,2,0.1097,12.973,"All Sites"
"3351",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026108_session_1_rest_1","0026108",1,1,0.0716,0.5405,"All Sites"
"3352",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026108_session_1_rest_2","0026108",1,2,0.1225,15.6757,"All Sites"
"3353",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026109_session_1_rest_1","0026109",1,1,0.0924,7.5676,"All Sites"
"3354",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026109_session_1_rest_2","0026109",1,2,0.1488,22.7027,"All Sites"
"3355",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026110_session_1_rest_1","0026110",1,1,0.0451,0.5405,"All Sites"
"3356",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026110_session_1_rest_2","0026110",1,2,0.0402,0.5405,"All Sites"
"3357",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026111_session_1_rest_1","0026111",1,1,0.1425,17.2973,"All Sites"
"3358",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026111_session_1_rest_2","0026111",1,2,0.1135,9.1892,"All Sites"
"3359",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026112_session_1_rest_1","0026112",1,1,0.05,1.0811,"All Sites"
"3360",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026112_session_1_rest_2","0026112",1,2,0.0523,1.0811,"All Sites"
"3361",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026113_session_1_rest_1","0026113",1,1,0.0432,0,"All Sites"
"3362",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026113_session_1_rest_2","0026113",1,2,0.0344,0,"All Sites"
"3363",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026114_session_1_rest_1","0026114",1,1,0.077,5.4054,"All Sites"
"3364",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026114_session_1_rest_2","0026114",1,2,0.1051,7.027,"All Sites"
"3365",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026115_session_1_rest_1","0026115",1,1,0.0728,1.6216,"All Sites"
"3366",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026115_session_1_rest_2","0026115",1,2,0.0698,0,"All Sites"
"3367",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026116_session_1_rest_1","0026116",1,1,0.1277,16.7568,"All Sites"
"3368",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026116_session_1_rest_2","0026116",1,2,0.0917,3.7838,"All Sites"
"3369",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026118_session_1_rest_1","0026118",1,1,0.0861,8.1081,"All Sites"
"3370",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026118_session_1_rest_2","0026118",1,2,0.057,1.6216,"All Sites"
"3371",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026119_session_1_rest_1","0026119",1,1,0.1002,5.9459,"All Sites"
"3372",44,"IPCAS 7","IPCAS_Beijing_Zuo_0026119_session_1_rest_2","0026119",1,2,0.1753,21.0811,"All Sites"
"3373",45,"UM","MONTREAL_org_0026120_session_1_rest_1","0026120",1,1,0.3436,64.9007,"All Sites"
"3374",45,"UM","MONTREAL_org_0026120_session_1_rest_2","0026120",1,2,0.3524,70.8609,"All Sites"
"3375",45,"UM","MONTREAL_org_0026120_session_2_rest_1","0026120",2,1,0.294,60.2649,"All Sites"
"3376",45,"UM","MONTREAL_org_0026120_session_2_rest_2","0026120",2,2,0.3054,60.9272,"All Sites"
"3377",45,"UM","MONTREAL_org_0026121_session_1_rest_1","0026121",1,1,0.1499,23.8411,"All Sites"
"3378",45,"UM","MONTREAL_org_0026121_session_1_rest_2","0026121",1,2,0.1601,25.8278,"All Sites"
"3379",45,"UM","MONTREAL_org_0026121_session_2_rest_1","0026121",2,1,0.1773,29.1391,"All Sites"
"3380",45,"UM","MONTREAL_org_0026121_session_2_rest_2","0026121",2,2,0.1709,28.4768,"All Sites"
"3381",45,"UM","MONTREAL_org_0026122_session_1_rest_1","0026122",1,1,0.4463,84.106,"All Sites"
"3382",45,"UM","MONTREAL_org_0026122_session_1_rest_2","0026122",1,2,0.5511,90.0662,"All Sites"
"3383",45,"UM","MONTREAL_org_0026122_session_2_rest_1","0026122",2,1,0.4336,82.7815,"All Sites"
"3384",45,"UM","MONTREAL_org_0026122_session_2_rest_2","0026122",2,2,0.4115,84.106,"All Sites"
"3385",45,"UM","MONTREAL_org_0026123_session_1_rest_1","0026123",1,1,0.1006,0,"All Sites"
"3386",45,"UM","MONTREAL_org_0026123_session_1_rest_2","0026123",1,2,0.101,1.9868,"All Sites"
"3387",45,"UM","MONTREAL_org_0026123_session_2_rest_1","0026123",2,1,0.1492,7.947,"All Sites"
"3388",45,"UM","MONTREAL_org_0026123_session_2_rest_2","0026123",2,2,0.125,2.649,"All Sites"
"3389",45,"UM","MONTREAL_org_0026124_session_1_rest_1","0026124",1,1,0.1788,29.8013,"All Sites"
"3390",45,"UM","MONTREAL_org_0026124_session_1_rest_2","0026124",1,2,0.1807,35.0993,"All Sites"
"3391",45,"UM","MONTREAL_org_0026124_session_2_rest_1","0026124",2,1,0.1781,31.7881,"All Sites"
"3392",45,"UM","MONTREAL_org_0026124_session_2_rest_2","0026124",2,2,0.1854,31.1258,"All Sites"
"3393",45,"UM","MONTREAL_org_0026125_session_1_rest_1","0026125",1,1,0.3301,72.1854,"All Sites"
"3394",45,"UM","MONTREAL_org_0026125_session_1_rest_2","0026125",1,2,0.3052,70.8609,"All Sites"
"3395",45,"UM","MONTREAL_org_0026125_session_2_rest_1","0026125",2,1,0.3743,80.1325,"All Sites"
"3396",45,"UM","MONTREAL_org_0026125_session_2_rest_2","0026125",2,2,0.3791,73.5099,"All Sites"
"3397",45,"UM","MONTREAL_org_0026126_session_1_rest_1","0026126",1,1,0.3711,79.4702,"All Sites"
"3398",45,"UM","MONTREAL_org_0026126_session_1_rest_2","0026126",1,2,0.3793,84.106,"All Sites"
"3399",45,"UM","MONTREAL_org_0026126_session_2_rest_1","0026126",2,1,0.3345,81.457,"All Sites"
"3400",45,"UM","MONTREAL_org_0026126_session_2_rest_2","0026126",2,2,0.3445,83.4437,"All Sites"
"3401",45,"UM","MONTREAL_org_0026127_session_1_rest_1","0026127",1,1,0.2193,48.3444,"All Sites"
"3402",45,"UM","MONTREAL_org_0026127_session_1_rest_2","0026127",1,2,0.2265,51.6556,"All Sites"
"3403",45,"UM","MONTREAL_org_0026127_session_2_rest_1","0026127",2,1,0.221,50.3311,"All Sites"
"3404",45,"UM","MONTREAL_org_0026127_session_2_rest_2","0026127",2,2,0.2109,44.3709,"All Sites"
"3405",45,"UM","MONTREAL_org_0026128_session_1_rest_1","0026128",1,1,0.1728,44.3709,"All Sites"
"3406",45,"UM","MONTREAL_org_0026128_session_1_rest_2","0026128",1,2,0.1655,39.0728,"All Sites"
"3407",45,"UM","MONTREAL_org_0026128_session_2_rest_1","0026128",2,1,0.233,60.2649,"All Sites"
"3408",45,"UM","MONTREAL_org_0026128_session_2_rest_2","0026128",2,2,0.2332,61.5894,"All Sites"
"3409",45,"UM","MONTREAL_org_0026129_session_1_rest_1","0026129",1,1,0.3411,77.4834,"All Sites"
"3410",45,"UM","MONTREAL_org_0026129_session_1_rest_2","0026129",1,2,0.3179,69.5364,"All Sites"
"3411",45,"UM","MONTREAL_org_0026129_session_2_rest_1","0026129",2,1,0.3905,77.4834,"All Sites"
"3412",45,"UM","MONTREAL_org_0026129_session_2_rest_2","0026129",2,2,0.3789,79.4702,"All Sites"
"3413",45,"UM","MONTREAL_org_0026130_session_1_rest_1","0026130",1,1,0.2571,61.5894,"All Sites"
"3414",45,"UM","MONTREAL_org_0026130_session_1_rest_2","0026130",1,2,0.2668,66.8874,"All Sites"
"3415",45,"UM","MONTREAL_org_0026130_session_2_rest_1","0026130",2,1,0.2083,41.7219,"All Sites"
"3416",45,"UM","MONTREAL_org_0026130_session_2_rest_2","0026130",2,2,0.2457,57.6159,"All Sites"
"3417",45,"UM","MONTREAL_org_0026131_session_1_rest_1","0026131",1,1,0.2257,45.6954,"All Sites"
"3418",45,"UM","MONTREAL_org_0026131_session_1_rest_2","0026131",1,2,0.1866,40.3974,"All Sites"
"3419",45,"UM","MONTREAL_org_0026131_session_2_rest_1","0026131",2,1,0.349,56.9536,"All Sites"
"3420",45,"UM","MONTREAL_org_0026131_session_2_rest_2","0026131",2,2,0.2834,60.9272,"All Sites"
"3421",45,"UM","MONTREAL_org_0026132_session_1_rest_1","0026132",1,1,0.4598,85.4305,"All Sites"
"3422",45,"UM","MONTREAL_org_0026132_session_1_rest_2","0026132",1,2,0.4648,83.4437,"All Sites"
"3423",45,"UM","MONTREAL_org_0026132_session_2_rest_1","0026132",2,1,0.3992,90.7285,"All Sites"
"3424",45,"UM","MONTREAL_org_0026132_session_2_rest_2","0026132",2,2,0.385,82.1192,"All Sites"
"3425",45,"UM","MONTREAL_org_0026133_session_1_rest_1","0026133",1,1,0.2179,49.6689,"All Sites"
"3426",45,"UM","MONTREAL_org_0026133_session_1_rest_2","0026133",1,2,0.2191,45.0331,"All Sites"
"3427",45,"UM","MONTREAL_org_0026133_session_2_rest_1","0026133",2,1,0.2141,49.6689,"All Sites"
"3428",45,"UM","MONTREAL_org_0026133_session_2_rest_2","0026133",2,2,0.2266,49.0066,"All Sites"
"3429",45,"UM","MONTREAL_org_0026134_session_1_rest_1","0026134",1,1,0.2247,33.7748,"All Sites"
"3430",45,"UM","MONTREAL_org_0026134_session_1_rest_2","0026134",1,2,0.1639,15.2318,"All Sites"
"3431",45,"UM","MONTREAL_org_0026134_session_2_rest_1","0026134",2,1,0.2812,39.7351,"All Sites"
"3432",45,"UM","MONTREAL_org_0026134_session_2_rest_2","0026134",2,2,0.2772,41.7219,"All Sites"
"3433",45,"UM","MONTREAL_org_0026135_session_1_rest_1","0026135",1,1,0.2485,62.2517,"All Sites"
"3434",45,"UM","MONTREAL_org_0026135_session_1_rest_2","0026135",1,2,0.2437,65.5629,"All Sites"
"3435",45,"UM","MONTREAL_org_0026135_session_2_rest_1","0026135",2,1,0.2744,68.8742,"All Sites"
"3436",45,"UM","MONTREAL_org_0026135_session_2_rest_2","0026135",2,2,0.269,64.9007,"All Sites"
"3437",45,"UM","MONTREAL_org_0026136_session_1_rest_1","0026136",1,1,0.613,93.3775,"All Sites"
"3438",45,"UM","MONTREAL_org_0026136_session_1_rest_2","0026136",1,2,0.7312,98.0132,"All Sites"
"3439",45,"UM","MONTREAL_org_0026136_session_2_rest_1","0026136",2,1,0.6305,97.351,"All Sites"
"3440",45,"UM","MONTREAL_org_0026136_session_2_rest_2","0026136",2,2,0.7441,98.0132,"All Sites"
"3441",45,"UM","MONTREAL_org_0026137_session_1_rest_1","0026137",1,1,0.2561,52.9801,"All Sites"
"3442",45,"UM","MONTREAL_org_0026137_session_1_rest_2","0026137",1,2,0.2754,58.2781,"All Sites"
"3443",45,"UM","MONTREAL_org_0026137_session_2_rest_1","0026137",2,1,0.1933,33.1126,"All Sites"
"3444",45,"UM","MONTREAL_org_0026137_session_2_rest_2","0026137",2,2,0.1474,25.8278,"All Sites"
"3445",45,"UM","MONTREAL_org_0026138_session_1_rest_1","0026138",1,1,0.1751,36.4238,"All Sites"
"3446",45,"UM","MONTREAL_org_0026138_session_1_rest_2","0026138",1,2,0.1823,36.4238,"All Sites"
"3447",45,"UM","MONTREAL_org_0026138_session_2_rest_1","0026138",2,1,0.1551,33.1126,"All Sites"
"3448",45,"UM","MONTREAL_org_0026138_session_2_rest_2","0026138",2,2,0.1626,33.7748,"All Sites"
"3449",45,"UM","MONTREAL_org_0026139_session_1_rest_1","0026139",1,1,0.2176,56.2914,"All Sites"
"3450",45,"UM","MONTREAL_org_0026139_session_1_rest_2","0026139",1,2,0.2668,54.3046,"All Sites"
"3451",45,"UM","MONTREAL_org_0026139_session_2_rest_1","0026139",2,1,0.251,62.2517,"All Sites"
"3452",45,"UM","MONTREAL_org_0026139_session_2_rest_2","0026139",2,2,0.3635,74.1722,"All Sites"
"3453",45,"UM","MONTREAL_org_0026140_session_1_rest_1","0026140",1,1,0.2701,62.9139,"All Sites"
"3454",45,"UM","MONTREAL_org_0026140_session_1_rest_2","0026140",1,2,0.2543,59.6026,"All Sites"
"3455",45,"UM","MONTREAL_org_0026140_session_2_rest_1","0026140",2,1,0.3488,78.1457,"All Sites"
"3456",45,"UM","MONTREAL_org_0026140_session_2_rest_2","0026140",2,2,0.3402,76.8212,"All Sites"
"3457",45,"UM","MONTREAL_org_0026141_session_1_rest_1","0026141",1,1,0.1279,16.5563,"All Sites"
"3458",45,"UM","MONTREAL_org_0026141_session_1_rest_2","0026141",1,2,0.1542,22.5166,"All Sites"
"3459",45,"UM","MONTREAL_org_0026141_session_2_rest_1","0026141",2,1,0.1725,30.4636,"All Sites"
"3460",45,"UM","MONTREAL_org_0026141_session_2_rest_2","0026141",2,2,0.1962,41.0596,"All Sites"
"3461",45,"UM","MONTREAL_org_0026142_session_1_rest_1","0026142",1,1,0.3142,78.1457,"All Sites"
"3462",45,"UM","MONTREAL_org_0026142_session_1_rest_2","0026142",1,2,0.3021,76.1589,"All Sites"
"3463",45,"UM","MONTREAL_org_0026142_session_2_rest_1","0026142",2,1,0.4106,82.1192,"All Sites"
"3464",45,"UM","MONTREAL_org_0026142_session_2_rest_2","0026142",2,2,0.4046,76.1589,"All Sites"
"3465",45,"UM","MONTREAL_org_0026143_session_1_rest_1","0026143",1,1,0.1693,36.4238,"All Sites"
"3466",45,"UM","MONTREAL_org_0026143_session_1_rest_2","0026143",1,2,0.1471,26.4901,"All Sites"
"3467",45,"UM","MONTREAL_org_0026143_session_2_rest_1","0026143",2,1,0.1431,23.1788,"All Sites"
"3468",45,"UM","MONTREAL_org_0026143_session_2_rest_2","0026143",2,2,0.1703,38.4106,"All Sites"
"3469",45,"UM","MONTREAL_org_0026144_session_1_rest_1","0026144",1,1,0.3175,78.8079,"All Sites"
"3470",45,"UM","MONTREAL_org_0026144_session_1_rest_2","0026144",1,2,0.3021,76.1589,"All Sites"
"3471",45,"UM","MONTREAL_org_0026144_session_2_rest_1","0026144",2,1,0.2585,57.6159,"All Sites"
"3472",45,"UM","MONTREAL_org_0026144_session_2_rest_2","0026144",2,2,0.2899,62.9139,"All Sites"
"3473",45,"UM","MONTREAL_org_0026145_session_1_rest_1","0026145",1,1,0.199,41.0596,"All Sites"
"3474",45,"UM","MONTREAL_org_0026145_session_1_rest_2","0026145",1,2,0.2158,52.9801,"All Sites"
"3475",45,"UM","MONTREAL_org_0026145_session_2_rest_1","0026145",2,1,0.1335,14.5695,"All Sites"
"3476",45,"UM","MONTREAL_org_0026145_session_2_rest_2","0026145",2,2,0.1477,20.5298,"All Sites"
"3477",45,"UM","MONTREAL_org_0026146_session_1_rest_1","0026146",1,1,0.2119,44.3709,"All Sites"
"3478",45,"UM","MONTREAL_org_0026146_session_1_rest_2","0026146",1,2,0.2747,68.2119,"All Sites"
"3479",45,"UM","MONTREAL_org_0026146_session_2_rest_1","0026146",2,1,0.2214,53.6424,"All Sites"
"3480",45,"UM","MONTREAL_org_0026146_session_2_rest_2","0026146",2,2,0.2441,60.9272,"All Sites"
"3481",45,"UM","MONTREAL_org_0026147_session_1_rest_1","0026147",1,1,0.3407,83.4437,"All Sites"
"3482",45,"UM","MONTREAL_org_0026147_session_1_rest_2","0026147",1,2,0.3404,90.7285,"All Sites"
"3483",45,"UM","MONTREAL_org_0026147_session_2_rest_1","0026147",2,1,0.3887,88.0795,"All Sites"
"3484",45,"UM","MONTREAL_org_0026147_session_2_rest_2","0026147",2,2,0.3983,86.755,"All Sites"
"3485",45,"UM","MONTREAL_org_0026148_session_1_rest_1","0026148",1,1,0.204,49.0066,"All Sites"
"3486",45,"UM","MONTREAL_org_0026148_session_1_rest_2","0026148",1,2,0.19,41.0596,"All Sites"
"3487",45,"UM","MONTREAL_org_0026148_session_2_rest_1","0026148",2,1,0.207,47.0199,"All Sites"
"3488",45,"UM","MONTREAL_org_0026148_session_2_rest_2","0026148",2,2,0.1571,27.1523,"All Sites"
"3489",45,"UM","MONTREAL_org_0026149_session_1_rest_1","0026149",1,1,0.179,39.0728,"All Sites"
"3490",45,"UM","MONTREAL_org_0026149_session_1_rest_2","0026149",1,2,0.1819,41.0596,"All Sites"
"3491",45,"UM","MONTREAL_org_0026149_session_2_rest_1","0026149",2,1,0.1943,47.0199,"All Sites"
"3492",45,"UM","MONTREAL_org_0026149_session_2_rest_2","0026149",2,2,0.1989,50.3311,"All Sites"
"3493",45,"UM","MONTREAL_org_0026150_session_1_rest_1","0026150",1,1,0.1345,17.2185,"All Sites"
"3494",45,"UM","MONTREAL_org_0026150_session_1_rest_2","0026150",1,2,0.1473,25.1656,"All Sites"
"3495",45,"UM","MONTREAL_org_0026150_session_2_rest_1","0026150",2,1,0.1232,20.5298,"All Sites"
"3496",45,"UM","MONTREAL_org_0026150_session_2_rest_2","0026150",2,2,0.1301,23.1788,"All Sites"
"3497",45,"UM","MONTREAL_org_0026151_session_1_rest_1","0026151",1,1,0.2279,50.9934,"All Sites"
"3498",45,"UM","MONTREAL_org_0026151_session_1_rest_2","0026151",1,2,0.2203,47.6821,"All Sites"
"3499",45,"UM","MONTREAL_org_0026151_session_2_rest_1","0026151",2,1,0.177,35.0993,"All Sites"
"3500",45,"UM","MONTREAL_org_0026151_session_2_rest_2","0026151",2,2,0.1672,29.1391,"All Sites"
"3501",45,"UM","MONTREAL_org_0026152_session_1_rest_1","0026152",1,1,0.3126,65.5629,"All Sites"
"3502",45,"UM","MONTREAL_org_0026152_session_1_rest_2","0026152",1,2,0.2778,55.6291,"All Sites"
"3503",45,"UM","MONTREAL_org_0026152_session_2_rest_1","0026152",2,1,0.3066,65.5629,"All Sites"
"3504",45,"UM","MONTREAL_org_0026152_session_2_rest_2","0026152",2,2,0.2618,56.2914,"All Sites"
"3505",45,"UM","MONTREAL_org_0026153_session_1_rest_1","0026153",1,1,0.2045,46.3576,"All Sites"
"3506",45,"UM","MONTREAL_org_0026153_session_1_rest_2","0026153",1,2,0.2136,47.6821,"All Sites"
"3507",45,"UM","MONTREAL_org_0026153_session_2_rest_1","0026153",2,1,0.2019,47.0199,"All Sites"
"3508",45,"UM","MONTREAL_org_0026153_session_2_rest_2","0026153",2,2,0.2555,50.3311,"All Sites"
"3509",45,"UM","MONTREAL_org_0026154_session_1_rest_1","0026154",1,1,0.2011,37.7483,"All Sites"
"3510",45,"UM","MONTREAL_org_0026154_session_1_rest_2","0026154",1,2,0.1822,35.7616,"All Sites"
"3511",45,"UM","MONTREAL_org_0026154_session_2_rest_1","0026154",2,1,0.2077,48.3444,"All Sites"
"3512",45,"UM","MONTREAL_org_0026154_session_2_rest_2","0026154",2,2,0.2579,56.9536,"All Sites"
"3513",45,"UM","MONTREAL_org_0026155_session_1_rest_1","0026155",1,1,0.0923,7.2848,"All Sites"
"3514",45,"UM","MONTREAL_org_0026155_session_1_rest_2","0026155",1,2,0.1063,12.5828,"All Sites"
"3515",45,"UM","MONTREAL_org_0026155_session_2_rest_1","0026155",2,1,0.1085,10.596,"All Sites"
"3516",45,"UM","MONTREAL_org_0026155_session_2_rest_2","0026155",2,2,0.117,11.2583,"All Sites"
"3517",45,"UM","MONTREAL_org_0026156_session_1_rest_1","0026156",1,1,0.2738,58.2781,"All Sites"
"3518",45,"UM","MONTREAL_org_0026156_session_1_rest_2","0026156",1,2,0.251,57.6159,"All Sites"
"3519",45,"UM","MONTREAL_org_0026156_session_2_rest_1","0026156",2,1,0.2173,51.6556,"All Sites"
"3520",45,"UM","MONTREAL_org_0026156_session_2_rest_2","0026156",2,2,0.2014,41.7219,"All Sites"
"3521",45,"UM","MONTREAL_org_0026157_session_1_rest_1","0026157",1,1,0.36,79.4702,"All Sites"
"3522",45,"UM","MONTREAL_org_0026157_session_1_rest_2","0026157",1,2,0.4,80.1325,"All Sites"
"3523",45,"UM","MONTREAL_org_0026157_session_2_rest_1","0026157",2,1,0.3677,78.1457,"All Sites"
"3524",45,"UM","MONTREAL_org_0026157_session_2_rest_2","0026157",2,2,0.3502,84.7682,"All Sites"
"3525",45,"UM","MONTREAL_org_0026158_session_1_rest_1","0026158",1,1,0.1466,21.1921,"All Sites"
"3526",45,"UM","MONTREAL_org_0026158_session_1_rest_2","0026158",1,2,0.1881,33.7748,"All Sites"
"3527",45,"UM","MONTREAL_org_0026158_session_2_rest_1","0026158",2,1,0.103,2.649,"All Sites"
"3528",45,"UM","MONTREAL_org_0026158_session_2_rest_2","0026158",2,2,0.1011,5.298,"All Sites"
"3529",45,"UM","MONTREAL_org_0026159_session_1_rest_1","0026159",1,1,0.2038,44.3709,"All Sites"
"3530",45,"UM","MONTREAL_org_0026159_session_1_rest_2","0026159",1,2,0.2483,60.2649,"All Sites"
"3531",45,"UM","MONTREAL_org_0026159_session_2_rest_1","0026159",2,1,0.2709,79.4702,"All Sites"
"3532",45,"UM","MONTREAL_org_0026159_session_2_rest_2","0026159",2,2,0.3068,84.7682,"All Sites"
"3533",45,"UM","MONTREAL_org_0026160_session_1_rest_1","0026160",1,1,0.2092,51.6556,"All Sites"
"3534",45,"UM","MONTREAL_org_0026160_session_1_rest_2","0026160",1,2,0.2234,54.3046,"All Sites"
"3535",45,"UM","MONTREAL_org_0026160_session_2_rest_1","0026160",2,1,0.245,59.6026,"All Sites"
"3536",45,"UM","MONTREAL_org_0026160_session_2_rest_2","0026160",2,2,0.2336,57.6159,"All Sites"
"3537",45,"UM","MONTREAL_org_0026161_session_1_rest_1","0026161",1,1,0.2275,52.9801,"All Sites"
"3538",45,"UM","MONTREAL_org_0026161_session_1_rest_2","0026161",1,2,0.207,52.3179,"All Sites"
"3539",45,"UM","MONTREAL_org_0026161_session_2_rest_1","0026161",2,1,0.2029,49.0066,"All Sites"
"3540",45,"UM","MONTREAL_org_0026161_session_2_rest_2","0026161",2,2,0.2086,52.9801,"All Sites"
"3541",45,"UM","MONTREAL_org_0026162_session_1_rest_1","0026162",1,1,0.1939,42.3841,"All Sites"
"3542",45,"UM","MONTREAL_org_0026162_session_1_rest_2","0026162",1,2,0.1834,35.0993,"All Sites"
"3543",45,"UM","MONTREAL_org_0026162_session_2_rest_1","0026162",2,1,0.1811,31.7881,"All Sites"
"3544",45,"UM","MONTREAL_org_0026162_session_2_rest_2","0026162",2,2,0.2331,59.6026,"All Sites"
"3545",45,"UM","MONTREAL_org_0026163_session_1_rest_1","0026163",1,1,0.1414,17.8808,"All Sites"
"3546",45,"UM","MONTREAL_org_0026163_session_1_rest_2","0026163",1,2,0.1509,22.5166,"All Sites"
"3547",45,"UM","MONTREAL_org_0026163_session_2_rest_1","0026163",2,1,0.178,45.0331,"All Sites"
"3548",45,"UM","MONTREAL_org_0026163_session_2_rest_2","0026163",2,2,0.209,58.2781,"All Sites"
"3549",45,"UM","MONTREAL_org_0026164_session_1_rest_1","0026164",1,1,0.1929,40.3974,"All Sites"
"3550",45,"UM","MONTREAL_org_0026164_session_1_rest_2","0026164",1,2,0.1931,39.0728,"All Sites"
"3551",45,"UM","MONTREAL_org_0026164_session_2_rest_1","0026164",2,1,0.1973,45.0331,"All Sites"
"3552",45,"UM","MONTREAL_org_0026164_session_2_rest_2","0026164",2,2,0.2125,46.3576,"All Sites"
"3553",45,"UM","MONTREAL_org_0026165_session_1_rest_1","0026165",1,1,0.1534,23.8411,"All Sites"
"3554",45,"UM","MONTREAL_org_0026165_session_1_rest_2","0026165",1,2,0.1682,33.7748,"All Sites"
"3555",45,"UM","MONTREAL_org_0026165_session_2_rest_1","0026165",2,1,0.2147,49.6689,"All Sites"
"3556",45,"UM","MONTREAL_org_0026165_session_2_rest_2","0026165",2,2,0.1968,41.7219,"All Sites"
"3557",45,"UM","MONTREAL_org_0026166_session_1_rest_1","0026166",1,1,0.1802,40.3974,"All Sites"
"3558",45,"UM","MONTREAL_org_0026166_session_1_rest_2","0026166",1,2,0.1966,45.0331,"All Sites"
